"","X1","CountyFips","CountyName","ReportYear","Value","pollutant","county","Id2","population","log_ppl","case","rate","rate_new","log_rate","log_pop","z_pop","z_pollutant"
"134",134,40113,"osage",2011,11.40223626,11.40223626,"OSAGE",40113,48331,10.7858284557072,409,0.00846247749891374,0.0921219680749462,37.9201284054895,10.7858284557072,-0.00620967442020154,1.76083961479734
"135",135,40115,"ottawa",2011,10.53777529,10.53777529,"OTTAWA",40115,31901,10.370392636244,328,0.0102818093476694,0.101573827356975,31.6285035200747,10.370392636244,-0.158385429993988,0.994477849270681
"136",136,40117,"pawnee",2011,10.14484749,10.14484749,"PAWNEE",40117,16786,9.72830048464277,139,0.0082807101155725,0.0911244660892507,14.2882099724846,9.72830048464277,-0.298381567881862,0.646139574920935
"137",137,40119,"payne",2011,10.01053344,10.01053344,"PAYNE",40119,77970,11.2640794163036,495,0.00634859561369758,0.0797626239436465,43.9450026678202,11.2640794163036,0.268308719946898,0.527067510287368
"138",138,40121,"pittsburg",2011,10.54924613,10.54924613,"PITTSBURG",40121,45628,10.7282768421478,246,0.00539142631717367,0.0734924719534298,22.930057046398,10.7282768421478,-0.0312450406597599,1.00464697604395
"139",139,40123,"pontotoc",2011,9.758372885,9.758372885,"PONTOTOC",40123,37719,10.5379192252613,210,0.00556748588244651,0.0746849983084789,19.9280328033443,10.5379192252613,-0.104498726042175,0.303522185706684
"140",140,40125,"pottawatomie",2011,9.941103477,9.941103477,"POTTAWATOMIE",40125,70145,11.1583198071529,609,0.00868201582436382,0.0933126927060217,54.5781094757302,11.1583198071529,0.195833048165713,0.465516473431267
"141",141,40127,"pushmataha",2011,9.890091718,9.890091718,"PUSHMATAHA",40127,11393,9.34075441069812,65,0.00570525761432459,0.0756051634376933,6.95875270262479,9.34075441069812,-0.348331893494122,0.420293539086574
"142",142,40129,"roger mills",2011,7.662770367,7.662770367,"ROGER MILLS",40129,3803,8.24354550792826,18,0.00473310544307126,0.0688519555268255,2.18352649144575,8.24354550792826,-0.418630979605201,-1.55427093771981
"143",143,40131,"rogers",2011,11.46832972,11.46832972,"ROGERS",40131,87735,11.3820761865452,735,0.00837750042742349,0.0916569674930477,64.5752135158651,11.3820761865452,0.358752801089809,1.81943277568391
"144",144,40133,"seminole",2011,9.897841389,9.897841389,"SEMINOLE",40133,25489,10.1460022655296,182,0.00714033504649064,0.0846013880450951,17.9380996807317,10.1460022655296,-0.217773801554494,0.427163775865234
"145",145,40135,"sequoyah",2011,11.25014195,11.25014195,"SEQUOYAH",40135,42021,10.6459247723072,112,0.00266533399966683,0.05164983420461,10.5204575831064,10.6459247723072,-0.0646533151792149,1.62600499763914
"146",146,40137,"stephens",2011,9.154374734,9.154374734,"STEPHENS",40137,45127,10.7172360159827,388,0.00859795687725752,0.0928585597698471,36.2033643209287,10.7172360159827,-0.035885336067092,-0.231934133825243
"147",147,40139,"texas",2011,7.562251899,7.562251899,"TEXAS",40139,21190,9.96128465126234,47,0.0022180273714016,0.0471133653634887,4.71826693498252,9.96128465126234,-0.257591426217409,-1.64338254978544
"148",148,40141,"tillman",2011,8.478964263,8.478964263,"TILLMAN",40141,7985,8.98532006064911,98,0.0122730118973075,0.111011495357088,10.9066788204003,8.98532006064911,-0.379897016743998,-0.830698888942821
"149",149,40143,"tulsa",2011,11.21221078,11.21221078,"TULSA",40143,608701,13.3190824573261,5298,0.00870378067392694,0.093429922864413,397.775148323814,13.3190824573261,5.1839746317808,1.59237826442793
"150",150,40145,"wagoner",2011,11.56066081,11.56066081,"WAGONER",40145,74088,11.2130088548501,448,0.00604686318972033,0.0778401620939188,39.9535937052454,11.2130088548501,0.232353377090085,1.90128611504913
"151",151,40147,"washington",2011,10.60374621,10.60374621,"WASHINGTON",40147,51522,10.8497641799005,356,0.00690966965568107,0.0832204486681941,32.8117730576578,10.8497641799005,0.023345580359832,1.05296237602105
"152",152,40149,"washita",2011,8.403296882,8.403296882,"WASHITA",40149,11622,9.36065513263505,74,0.00636723455515402,0.0798798756075386,7.90542958280836,9.36065513263505,-0.346210880224104,-0.897779520351708
"153",153,40151,"woods",2011,8.341568096,8.341568096,"WOODS",40151,8765,9.07852179735533,31,0.00353679406731318,0.0595060634541711,3.41465281374669,9.07852179735533,-0.372672604732582,-0.952503311320289
"154",154,40153,"woodward",2011,8.053819723,8.053819723,"WOODWARD",40153,20078,9.90737996725147,133,0.00662416575356111,0.0814791026736569,13.4243362462757,9.90737996725147,-0.267890844367017,-1.20759794116772
